Locus_tag	caec-3-291	caec-3-292	caec-3-293	caec-3-294	caec-3-295	caec-4-291	caec-4-292	caec-4-294	caec-6-141	caec-8-141	caec-8-142	caec-8-143	Bw1	Bw2	Bw3	Class_curated	Subsystem Name	Product PATRIC											
WCP94_000212	6	11	3	15	2	2	2	13	0	4	2	2	64	108	95	#N/A	#N/A	hypothetical protein											
WCP94_000213	21	10	2	17	10	0	0	12	6	0	2	0	148	371	378	#N/A	#N/A	hypothetical protein											
WCP94_000214	84	42	2	22	27	31	16	29	4	5	20	2	522	1094	934	"Cell Cycle, Cell Division and Death"	YoeB-YefM toxin-antitoxin system	YoeB toxin protein											
WCP94_000215	203	85	14	53	36	68	29	74	9	12	105	10	4439	9057	8153	"Cell Cycle, Cell Division and Death"	YoeB-YefM toxin-antitoxin system	YefM protein (antitoxin to YoeB)											
WCP94_000216	42	33	4	20	30	10	6	21	6	7	18	10	58	80	80	#N/A	#N/A	hypothetical protein											
WCP94_000217	1	0	3	3	2	2	0	4	0	0	1	0	2	2	1	#N/A	#N/A	hypothetical protein											
WCP94_000218	25	20	4	63	22	4	8	33	0	7	22	0	163	294	231	#N/A	#N/A	hypothetical protein											
WCP94_000219	11	12	4	17	23	3	0	14	0	0	8	0	127	227	241	#N/A	#N/A	hypothetical protein											
WCP94_000220	40	27	0	32	8	8	4	11	7	7	11	0	46	52	59	#N/A	#N/A	hypothetical protein											
WCP94_000221	1684	1209	123	1184	1183	420	300	925	217	144	800	220	1379	2542	2291	Experimental Subsystems	CRISPR proteins	CRISPR-associated helicase Cas3											
WCP94_000222	939	578	44	552	366	233	163	302	91	42	350	125	477	1011	836	#N/A	#N/A	hypothetical protein											
WCP94_000223	486	285	32	201	147	119	80	147	54	30	159	53	128	268	177	#N/A	#N/A	hypothetical protein											
WCP94_000224	1431	677	130	659	764	372	227	413	142	97	425	147	241	636	420	#N/A	#N/A	"CRISPR-associated protein, Csy3 family"											
WCP94_000225	490	295	35	324	254	104	85	135	62	34	167	58	79	237	154	#N/A	#N/A	hypothetical protein											
WCP94_000226	1098	580	82	733	690	202	178	317	128	82	287	113	216	431	347	Experimental Subsystems	CRISPR proteins	CRISPR-associated protein Cas1											
WCP94_000227	20	36	2	36	16	7	2	23	4	4	11	1	20	8	16	#N/A	#N/A	#N/A											
WCP94_000228	124	82	20	151	41	22	15	105	6	5	44	6	152	197	251	#N/A	#N/A	hypothetical protein											
WCP94_000229	52	19	6	73	21	26	6	41	1	5	13	8	28	20	27	#N/A	#N/A	#N/A											
WCP94_000230	123	69	13	230	254	15	22	412	12	27	82	16	438	788	733	#N/A	#N/A	hypothetical protein											
WCP94_000231	25	23	2	106	64	10	22	85	2	5	12	10	83	113	165	#N/A	#N/A	hypothetical protein											
WCP94_000232	1	1	0	3	1	0	0	2	0	0	0	0	3	6	2	#N/A	#N/A	hypothetical protein											
WCP94_000233	29	24	9	77	44	12	13	49	1	8	19	2	109	190	177	#N/A	#N/A	Phage tail fiber protein											
WCP94_000234	10	11	7	42	21	9	6	25	1	0	10	6	58	112	101	#N/A	#N/A	hypothetical protein											
WCP94_000235	9	6	0	13	9	0	2	23	0	0	11	0	16	26	21	#N/A	#N/A	hypothetical protein											
WCP94_000236	46	47	3	44	19	3	3	21	3	8	27	2	18	35	29	#N/A	#N/A	#N/A											
WCP94_000237	9153	3129	360	1222	1451	1718	953	1351	456	281	2685	595	5996	11771	10561	#N/A	#N/A	Bacterioferritin (EC 1.16.3.1)											
WCP94_000238	604	626	71	461	489	129	95	230	111	75	260	77	799	1553	1291	#N/A	#N/A	Acyl-ACP thioesterase-like											
WCP94_000239	36	29	3	20	4	6	3	35	8	9	12	4	43	94	106	#N/A	#N/A	hypothetical protein											
WCP94_000240	44	26	4	49	31	6	3	28	7	4	36	6	85	181	167	#N/A	#N/A	#N/A											
WCP94_000241	23	20	4	31	14	3	4	35	7	6	18	5	44	72	64	#N/A	#N/A	#N/A											
WCP94_000242	348	269	54	388	348	95	72	186	53	45	226	68	1733	2815	2453	#N/A	#N/A	"regulatory protein GntR, HTH"											
WCP94_000243	599	349	58	380	290	127	113	246	61	74	220	74	413	797	719	#N/A	#N/A	Uncharacterized UPF0721 integral membrane protein											
WCP94_000244	174	191	22	186	168	31	42	167	22	16	94	31	116	202	176	#N/A	#N/A	hypothetical protein											
WCP94_000245	571	377	49	405	320	191	128	527	77	70	279	135	947	1951	1539	#N/A	#N/A	"1,4-dihydroxy-2-naphthoate polyprenyltransferase(EC 2.5.1.74)"											
WCP94_000246	7	2	1	6	8	0	0	8	1	0	8	0	8	17	28	#N/A	#N/A	#N/A											
WCP94_000247	5	0	0	1	2	0	2	3	0	2	4	0	4	5	5	#N/A	#N/A	#N/A											
WCP94_000248	662	218	21	384	229	147	43	352	46	21	246	34	2428	4362	4337	#N/A	#N/A	hypothetical protein											
WCP94_000249	4	2	0	10	2	1	0	6	0	2	0	0	16	28	24	#N/A	#N/A	hypothetical protein											
WCP94_000250	49	70	4	74	76	23	16	79	11	6	48	17	120	234	233	#N/A	#N/A	Na+/solute symporter											
WCP94_000251	909	598	71	634	533	239	135	387	69	43	489	105	860	1756	1598	#N/A	#N/A	hypothetical protein											
WCP94_000252	50	39	16	53	38	11	8	48	1	4	46	2	163	179	177	#N/A	#N/A	#N/A											
WCP94_000253	563	339	59	580	392	85	97	276	59	35	301	102	869	1818	1474	#N/A	#N/A	"Two-component transcriptional response regulator, OmpR family"											
WCP94_000254	451	398	57	611	452	133	149	432	65	48	279	71	271	525	403	#N/A	#N/A	hypothetical protein											
WCP94_000255	3	2	0	10	0	0	0	4	0	0	3	0	0	4	2	#N/A	#N/A	#N/A											
WCP94_000256	1	2	1	4	0	1	2	3	0	0	4	0	0	4	5	#N/A	#N/A	#N/A											
WCP94_000257	411	543	125	169	296	166	119	301	189	22	192	20	115	218	170	#N/A	#N/A	hypothetical protein											
WCP94_000258	126	175	51	82	143	37	78	113	31	14	71	16	97	208	174	#N/A	#N/A	"Quad-[4Fe-4S] ferredoxin, HycB/HydN/HyfA family"											
WCP94_000259	85	73	13	25	48	28	21	48	23	8	39	2	54	98	72	Respiration	Formate dehydrogenase	Formate dehydrogenase O gamma subunit (EC 1.2.1.2)											
WCP94_000260	133	146	27	6	49	17	29	49	101	4	46	21	8	16	22	#N/A	#N/A	hypothetical protein											
WCP94_000261	57	84	13	5	21	9	12	9	29	4	16	3	0	11	8	#N/A	#N/A	hypothetical protein											
WCP94_000262	2432	2085	369	146	663	192	166	266	1314	76	318	74	45	130	102	#N/A	#N/A	hypothetical protein											
WCP94_000263	849	747	168	45	281	80	51	88	379	14	112	18	46	98	68	#N/A	#N/A	hypothetical protein											
WCP94_000264	1458	1657	145	247	522	44	43	83	467	18	71	38	52	58	71	#N/A	#N/A	hypothetical protein MTH1541											
WCP94_000265	9	33	3	9	11	0	4	5	4	0	1	5	5	4	3	#N/A	#N/A	#N/A											
WCP94_000266	951	197	30	157	176	94	85	88	103	31	66	31	101	191	150	#N/A	#N/A	hypothetical protein											
WCP94_000267	446	70	5	90	65	37	39	71	37	11	60	3	100	246	189	#N/A	#N/A	putative sodium/glutamate symporter											
WCP94_000268	2177	298	20	256	263	114	118	235	141	18	127	55	273	546	406	#N/A	#N/A	hypothetical protein											
WCP94_000269	9	2	6	5	8	2	0	29	0	2	8	1	8	23	22	#N/A	#N/A	#N/A											
WCP94_000270	19	30	6	19	19	3	0	33	0	2	9	2	20	19	30	#N/A	#N/A	#N/A											
WCP94_000271	259	175	14	123	123	107	42	134	28	17	95	31	423	700	618	#N/A	#N/A	hypothetical protein											
WCP94_000272	49	16	2	76	37	6	10	59	6	4	14	12	366	672	598	#N/A	#N/A	Methyltransferase type 12											
WCP94_000273	6	0	0	7	0	1	1	8	0	1	0	0	33	42	28	#N/A	#N/A	#N/A											
WCP94_000274	0	2	0	6	0	0	0	7	0	0	3	0	7	11	15	#N/A	#N/A	#N/A											
WCP94_000275	303	306	37	623	459	119	73	386	81	55	148	47	754	1254	1074	#N/A	#N/A	"Two-component transcriptional response regulator, AtoC family"											
WCP94_000276	1358	433	53	173	139	259	131	191	93	55	463	93	644	1156	1194	#N/A	#N/A	hypothetical protein											
WCP94_000277	2732	2193	297	2695	2998	566	473	2974	401	232	951	293	1101	2282	1847	#N/A	#N/A	Formylmethanofuran dehydrogenase associated protein FmdE / Molybdopterin molybdenumtransferase (EC 2.10.1.1)											
WCP94_000278	99	50	7	73	37	33	19	55	12	2	78	11	91	133	124	#N/A	#N/A	#N/A											
WCP94_000279	765	608	65	539	578	246	149	373	110	84	544	141	1183	2405	2003	#N/A	#N/A	hypothetical protein											
WCP94_000280	36	34	3	71	57	8	3	33	1	2	39	3	116	206	170	#N/A	#N/A	#N/A											
WCP94_000281	85	139	17	215	159	25	40	99	24	10	47	19	663	993	909	#N/A	#N/A	UPF0047 protein Bsu YugU											
WCP94_000282	1600	653	57	897	770	407	247	1079	103	70	732	184	22407	47600	38647	#N/A	#N/A	Sensory box/GGDEF family protein											
WCP94_000283	695	396	77	803	652	198	170	663	77	53	369	111	2336	3918	3518	#N/A	#N/A	hypothetical protein											
WCP94_000284	9	7	5	21	12	7	4	20	8	4	12	4	56	161	107	#N/A	#N/A	hypothetical protein											
WCP94_000285	48	52	11	80	108	15	16	58	8	14	60	10	269	479	343	Membrane Transport	Tricarboxylate transport system	Tripartite tricarboxylate transporter TctA family											
WCP94_000286	5	1	0	10	5	2	0	4	0	0	4	0	5	18	12	#N/A	#N/A	#N/A											
WCP94_000287	120	124	16	183	111	45	47	64	205	12	99	18	190	328	317	Membrane Transport	Tricarboxylate transport system	Tripartite tricarboxylate transporter TctC family											
WCP94_000288	20	21	0	29	18	40	8	10	71	4	58	12	22	75	32	#N/A	#N/A	RidA/YER057c/UK114 superfamily protein											
WCP94_000289	61	41	4	176	138	21	12	62	15	10	79	20	66	141	105	#N/A	#N/A	Opine oxidase subunit B											
WCP94_000290	10	9	4	23	16	4	4	12	4	2	10	2	12	25	8	#N/A	#N/A	Opine oxidase subunit C											
WCP94_000291	122	191	27	308	343	69	53	130	152	24	112	29	212	488	387	#N/A	#N/A	Opine oxidase subunit A											
WCP94_000292	22	18	8	31	23	4	6	44	2	0	20	4	22	87	53	#N/A	#N/A	hypothetical protein											
WCP94_000293	81	110	22	217	161	23	34	249	34	22	83	48	227	566	394	#N/A	#N/A	"sodium-solute symporter, putative"											
WCP94_000294	10	22	4	30	38	4	3	52	4	0	9	1	59	95	104	#N/A	#N/A	hypothetical protein											
WCP94_000295	202	270	36	323	256	59	58	249	67	19	112	45	396	732	602	#N/A	#N/A	hypothetical protein											
WCP94_000296	732	726	95	649	657	222	174	566	143	64	332	80	409	870	750	#N/A	#N/A	C4-dicarboxylate transport transcriptional regulatory protein											
WCP94_000297	16	4	0	6	6	26	2	10	11	0	8	0	255	450	407	#N/A	#N/A	hypothetical protein											
WCP94_000298	117	109	22	88	114	105	57	97	83	13	125	33	300	717	552	#N/A	#N/A	L-aspartate oxidase-like protein											
WCP94_000299	420	304	47	429	344	231	199	683	72	83	483	81	222	423	400	#N/A	#N/A	di- and tricarboxylate transporters											
WCP94_000300	147	189	29	207	186	98	60	232	27	24	179	56	493	905	867	#N/A	#N/A	hypothetical protein											
WCP94_000301	52	49	6	97	84	9	5	34	26	7	61	21	131	235	212	#N/A	#N/A	#N/A											
WCP94_000302	66	32	11	122	94	15	21	79	13	8	44	14	243	404	350	#N/A	#N/A	L-aspartate oxidase-like protein											
WCP94_000303	36	18	10	73	64	7	10	45	1	9	38	6	224	440	377	#N/A	#N/A	di- and tricarboxylate transporters											
WCP94_000304	250	388	45	404	407	86	70	246	39	41	135	28	710	1237	1116	#N/A	#N/A	Formate hydrogenlyase transcriptional activator											
WCP94_000305	3	3	0	2	3	2	1	18	0	1	10	0	32	49	45	#N/A	#N/A	#N/A											
WCP94_000306	45	17	2	50	53	11	19	53	15	19	34	25	64	150	171	"Cofactors, Vitamins, Prosthetic Groups"	Pyridoxin (Vitamin B6) Biosynthesis	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)											
WCP94_000307	37	34	9	59	46	25	12	29	8	5	39	4	107	250	264	#N/A	#N/A	Na+/H+ antiporter NhaC											
WCP94_000308	40	33	3	57	35	15	14	25	4	2	44	12	32	63	89	#N/A	#N/A	Aspartate aminotransferase (EC 2.6.1.1)											
WCP94_000309	96	54	9	91	55	37	22	49	11	11	87	6	81	150	139	Respiration	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)											
WCP94_000310	6	2	1	13	4	25	0	1	3	2	13	2	10	13	19	Respiration	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)											
WCP94_000311	27	23	1	46	27	33	5	14	8	4	27	26	42	59	58	#N/A	#N/A	putative 4-oxalomesaconate hydratase											
WCP94_000312	16	15	0	54	40	2	9	14	4	6	26	12	87	156	111	#N/A	#N/A	#N/A											
WCP94_000313	1203	741	113	637	666	423	233	402	126	67	734	142	821	1790	1314	Amino Acids and Derivatives	Indole-pyruvate oxidoreductase complex	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8) / Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)											
WCP94_000314	13	7	0	5	0	3	1	6	0	0	2	3	1	4	2	#N/A	#N/A	#N/A											
WCP94_000315	706	451	78	561	585	294	158	440	109	60	423	129	568	1028	913	#N/A	#N/A	Acetyl-CoA synthetase (ADP-forming) alpha chain (EC 6.2.1.13)											
WCP94_000316	655	639	65	551	696	226	135	545	91	79	491	99	2806	5212	4343	#N/A	#N/A	Transcriptional regulator											
WCP94_000317	4989	3560	357	2330	2901	1685	942	1593	621	450	2739	534	40850	69206	64521	#N/A	#N/A	hypothetical protein											
WCP94_000318	558	428	29	376	319	200	109	420	54	57	395	78	3102	5401	4773	#N/A	#N/A	#N/A											
WCP94_000319	1865	392	63	518	276	822	287	628	68	107	1603	148	107550	178049	172828	#N/A	#N/A	hypothetical protein											
WCP94_000320	796	576	74	429	403	156	102	255	107	77	262	71	519	1238	1144	#N/A	#N/A	nodulin 21-related protein											
WCP94_000321	496	237	24	189	206	79	62	164	57	34	137	38	231	398	353	Protein Synthesis	Pyrrolysine	Proline reductase for pyrrolysine biosynthesis											
WCP94_000322	18	5	0	19	12	0	14	34	0	0	18	0	18	36	39	#N/A	#N/A	#N/A											
WCP94_000323	123	50	22	173	173	27	39	189	10	12	81	10	469	712	703	Protein Synthesis	Pyrrolysine	Pyrrolysine synthetase											
WCP94_000324	0	0	0	13	2	0	0	2	0	0	0	4	0	10	5	#N/A	#N/A	#N/A											
WCP94_000325	33	16	10	48	50	11	19	88	4	2	34	4	26	88	52	Protein Synthesis	"tRNA aminoacylation, Pyr"	Proline 2-methylase for pyrrolysine biosynthesis											
WCP94_000326	64	17	12	97	79	39	30	94	4	7	52	8	66	120	82	Protein Synthesis	"tRNA aminoacylation, Pyr"	"Pyrrolysyl-tRNA synthetase, carboxy domain (EC 6.1.1.26)"											
WCP94_000327	27	6	3	41	23	14	5	52	3	2	12	1	55	105	98	Protein Synthesis	"tRNA aminoacylation, Pyr"	"Pyrrolysyl-tRNA synthetase, amino domain (EC 6.1.1.26)"											
WCP94_000328	1	4	2	29	15	0	0	25	0	0	3	0	3	1	2	#N/A	#N/A	#N/A											
WCP94_000329	404	300	67	1017	762	118	113	927	61	96	296	124	3645	7004	6075	#N/A	#N/A	Transcriptional regulator											
WCP94_000330	876	575	90	921	772	124	80	723	111	71	343	94	723	1044	1136	#N/A	#N/A	Transcriptional regulator											
WCP94_000331	161	305	38	475	448	50	41	202	32	33	101	33	517	970	741	#N/A	#N/A	Permease of the drug/metabolite transporter (DMT) superfamily											
WCP94_000332	0	2	0	1	1	0	0	2	0	0	1	0	2	1	1	#N/A	#N/A	#N/A											
WCP94_000333	163	299	34	350	418	35	48	147	36	27	97	39	404	587	630	#N/A	#N/A	Phenazine biosynthesis protein PhzF like											
WCP94_000334	279	549	92	765	673	81	66	184	76	53	162	59	4680	8182	7771	#N/A	#N/A	"Transcriptional regulator, Xre family"											
WCP94_000335	2942	2153	269	991	1421	575	259	497	533	99	655	125	51551	88965	80639	#N/A	#N/A	hypothetical protein											
WCP94_000336	130	179	33	180	160	21	31	87	49	22	126	15	196	479	320	#N/A	#N/A	Uncharacterized MFS-type transporter											
WCP94_000337	120	91	12	75	109	18	8	41	14	9	45	8	233	395	337	#N/A	#N/A	"Transcriptional regulator, MarR family"											
WCP94_000338	134	159	14	296	270	42	58	73	27	12	97	20	390	749	628	Energy and Precursor Metabolites Generation	Pyruvate Alanine Serine Interconversions	"L-serine dehydratase, beta subunit (EC 4.3.1.17)/ L-serine dehydratase, alpha subunit (EC 4.3.1.17)"											
WCP94_000339	98	114	17	213	161	20	11	19	6	11	23	13	118	268	228	#N/A	#N/A	Altronate dehydratase (EC 4.2.1.7)											
WCP94_000340	14	15	3	21	23	6	10	3	0	1	2	0	32	74	39	#N/A	#N/A	Altronate dehydratase (EC 4.2.1.7)											
WCP94_000341	73	109	20	157	84	28	45	29	4	4	31	5	563	1124	970	#N/A	#N/A	NAD/NADP octopine/nopaline dehydrogenase											
WCP94_000342	204	130	21	118	73	71	39	46	26	11	92	22	401	912	673	#N/A	#N/A	"TRAP-type C4-dicarboxylate transport system, periplasmic component"											
WCP94_000343	166	52	2	100	41	14	12	62	2	0	21	0	266	525	428	#N/A	#N/A	"TRAP-type C4-dicarboxylate transport system, large permease component"											
WCP94_000344	56	36	0	49	7	14	8	40	10	2	1	0	313	591	505	#N/A	#N/A	"TRAP-type C4-dicarboxylate transport system, small permease component"											
WCP94_000345	0	0	0	4	0	0	0	2	0	0	0	0	11	19	22	#N/A	#N/A	#N/A											
WCP94_000346	467	201	45	583	448	89	65	1384	57	41	182	72	649	1158	1087	#N/A	#N/A	hypothetical protein											
WCP94_000347	663	336	37	446	398	128	48	845	59	27	143	51	369	771	660	#N/A	#N/A	hypothetical protein											
WCP94_000348	3	2	0	7	4	0	1	4	0	0	1	0	3	6	3	#N/A	#N/A	#N/A											
WCP94_000349	447	298	77	609	491	217	176	849	71	75	321	121	1520	2802	2456	#N/A	#N/A	Pyruvate dehydrogenase (quinone) (EC 1.2.5.1)											
WCP94_000350	189	173	16	320	204	191	141	543	58	60	156	57	8176	14605	12806	#N/A	#N/A	L-lactate permease											
WCP94_000351	253	227	27	264	224	59	44	195	23	33	146	28	1708	3580	3188	#N/A	#N/A	hypothetical protein											
WCP94_000352	208	214	18	103	110	38	33	109	21	28	82	15	1261	1659	2224	#N/A	#N/A	#N/A											
WCP94_000353	160	68	7	155	128	57	40	132	21	30	87	12	511	958	984	#N/A	#N/A	"Transcriptional regulator, LysR family"											
WCP94_000354	15	2	0	15	14	4	3	9	0	1	10	0	28	39	36	#N/A	#N/A	#N/A											
WCP94_000355	0	4	0	4	5	0	2	15	4	0	5	0	45	63	67	#N/A	#N/A	#N/A											
WCP94_000356	3	4	0	4	0	0	0	2	0	0	0	0	3	5	2	#N/A	#N/A	#N/A											
WCP94_000357	1221	107	35	184	160	102	67	112	46	2	167	24	750	1511	1247	#N/A	#N/A	#N/A											
WCP94_000358	13	7	1	23	12	2	3	15	0	0	5	0	76	113	141	#N/A	#N/A	#N/A											
WCP94_000359	2	3	4	2	1	3	0	6	0	0	0	0	3	3	14	#N/A	#N/A	#N/A											
WCP94_000360	50	73	14	110	77	22	7	85	4	10	53	6	336	604	540	#N/A	#N/A	hypothetical protein											
WCP94_000361	6	27	4	32	26	4	0	4	5	2	3	0	26	53	27	#N/A	#N/A	hypothetical protein											
WCP94_000362	41	37	9	56	36	3	4	29	8	6	10	4	131	174	190	#N/A	#N/A	#N/A											
WCP94_000363	1649	1841	233	1903	1882	400	330	1295	291	190	900	239	2775	5276	4490	#N/A	#N/A	"Serine phosphatase RsbU, regulator of sigma subunit"											
WCP94_000364	22	22	1	16	21	0	2	17	0	0	6	2	65	129	148	#N/A	#N/A	hypothetical protein											
WCP94_000365	49	48	0	51	46	14	6	41	10	3	10	2	40	59	58	#N/A	#N/A	hypothetical protein											
WCP94_000366	1687	1676	151	1022	1247	283	180	502	176	103	433	94	1199	1960	1644	Secondary Metabolism	Tolerance to colicin E2 and CreBC signal transduction system	Inner membrane protein CreD											
WCP94_000367	2898	3606	658	5985	5896	691	658	2005	644	295	886	585	403	894	737	Nucleosides and Nucleotides	Ribonucleotide reduction	"Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)"											
WCP94_000368	633	703	163	1040	901	122	113	350	102	53	154	131	81	110	128	Nucleosides and Nucleotides	Ribonucleotide reduction	"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)"											
WCP94_000369	8068	7756	2677	21005	15763	1340	1659	12332	1333	1265	3291	946	5178	11205	8968	Nucleosides and Nucleotides	Ribonucleotide reduction	"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)"											
WCP94_000370	449	460	54	730	598	155	90	404	71	71	419	85	1180	2308	1899	#N/A	#N/A	#N/A											
WCP94_000371	211	280	55	461	324	98	43	279	46	44	217	55	420	809	707	#N/A	#N/A	#N/A											
WCP94_000372	59	42	13	98	79	13	4	121	9	18	24	4	110	150	157	#N/A	#N/A	SAM-dependent methyltransferase											
WCP94_000373	6	5	0	20	9	2	2	8	3	2	4	2	7	18	16	#N/A	#N/A	#N/A											
WCP94_000374	42	27	6	49	9	24	5	62	2	4	44	3	1369	2881	2597	#N/A	#N/A	#N/A											
WCP94_000375	2445	878	192	1744	1234	1524	546	2410	136	204	2303	422	3857	8287	7173	#N/A	#N/A	VCBS											
WCP94_000376	7386	4542	1031	12699	7427	4454	2409	6218	853	784	8089	1798	1973	5288	4244	#N/A	#N/A	VCBS											
WCP94_000377	136	218	38	250	353	38	27	83	66	38	71	32	243	373	318	#N/A	#N/A	"Transcriptional regulator, TraR/DksA family"											
WCP94_000378	229	322	31	328	311	26	59	129	54	24	108	27	225	417	414	DNA Processing	2-phosphoglycolate salvage	Phosphoglycolate phosphatase (EC 3.1.3.18)											
WCP94_000379	76	97	6	133	92	24	24	73	15	18	31	4	101	184	166	"Fatty Acids, Lipids, and Isoprenoids"	Putative oxidase COG2907	"Oxidoreductase, short-chain dehydrogenase/reductase family"											
WCP94_000380	264	34	6	80	90	89	28	92	32	24	410	120	1391	2487	2969	#N/A	#N/A	hypothetical protein											
WCP94_000381	111	7	0	10	15	38	8	7	26	15	199	43	764	1314	1510	#N/A	#N/A	hypothetical protein											
WCP94_000382	31	4	3	18	12	2	2	14	3	2	18	6	29	58	42	#N/A	#N/A	#N/A											
WCP94_000383	803	39	3	221	311	138	54	99	120	46	1364	558	1241	2536	2646	#N/A	#N/A	UPF0324 inner membrane protein YeiH											
WCP94_000384	17	9	2	74	21	10	5	42	2	8	37	6	785	1228	1278	#N/A	#N/A	#N/A											
WCP94_000385	842	227	28	371	398	148	85	268	42	45	303	101	3359	6686	5703	#N/A	#N/A	"Transcriptional regulator YeiE, LysR family"											
WCP94_000386	1172	796	97	824	661	375	296	1106	148	141	674	229	3749	6974	6094	#N/A	#N/A	hypothetical protein											
WCP94_000387	15	10	1	9	11	2	3	5	2	2	3	6	6	21	9	#N/A	#N/A	#N/A											
